,order_id,store_id,store_name,store_segment,store_latitude,store_longitude,channel_id,channel_name,channel_type,payment_order_id,payment_method,payment_status,delivery_order_id,delivery_distance_meters,delivery_status,driver_id,driver_modal,driver_type,order_status,order_amount,order_moment_created,order_moment_in_expedition,order_moment_finished,hub_id,hub_name,hub_city,hub_state,hub_latitude,hub_longitude
2470,68672021,631,IUMPICA ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68672021,ONLINE,PAID,68672021,3651.0,DELIVERED,8378.0,MOTOBOY,FREELANCE,FINISHED,94.9,2021-01-02 18:28:52,2021-01-02 18:44:41,2021-01-02 19:37:39,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
2471,68672172,149,IUMPICA ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68672172,ONLINE,PAID,68672172,521.0,DELIVERED,28072.0,BIKER,FREELANCE,FINISHED,287.7,2021-01-02 18:29:33,2021-01-02 18:59:36,2021-01-02 19:23:40,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2473,68672200,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68672200,ONLINE,PAID,68672200,2389.0,DELIVERED,23842.0,MOTOBOY,FREELANCE,FINISHED,57.8,2021-01-02 18:29:42,2021-01-02 18:45:33,2021-01-02 18:56:10,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
2474,68672317,2149,VUG U LUV ,FOOD,-25.4412212,-49.27769,5,FOOD PLACE,MARKETPLACE,68672317,"VOUCHER, ONLINE",PAID,68672317,3888.0,DELIVERED,26520.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,73.0,2021-01-02 18:30:32,2021-01-02 18:47:23,2021-01-02 19:05:11,43,HOTMILK SHOPPING,CURITIBA,PR,-25.4412212,-49.27769
2476,68672409,938,OIGIPUARO ,FOOD,-23.622995,-46.699203999999995,13,VELOCITY PLACE,MARKETPLACE,68672409,ONLINE,PAID,68672409,1464.0,DELIVERED,9793.0,BIKER,FREELANCE,FINISHED,31.0,2021-01-02 18:31:09,2021-01-02 18:36:23,2021-01-02 18:49:18,27,SAMPA SHOPPING,SÃO PAULO,SP,-23.622995,-46.699203999999995
2477,68672548,409,RC OUMILEES ,FOOD,-23.017262699999996,-43.479123799999996,5,FOOD PLACE,MARKETPLACE,68672548,ONLINE,PAID,68672548,197.0,DELIVERED,28913.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,34.9,2021-01-02 18:32:22,2021-01-02 18:37:24,2021-01-02 19:07:54,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2478,68672589,496,IUMPICA ,FOOD,-23.5630195,-46.652621,5,FOOD PLACE,MARKETPLACE,68672589,ONLINE,PAID,68672589,1359.0,DELIVERED,5800.0,BIKER,FREELANCE,FINISHED,103.4,2021-01-02 18:32:32,2021-01-02 18:49:19,2021-01-02 19:08:26,26,SQL SHOPPING,SÃO PAULO,SP,-23.5630195,-46.652621
2479,68672652,659,IPUPIEMAI ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68672652,ONLINE,PAID,68672652,3396.0,DELIVERED,27154.0,MOTOBOY,FREELANCE,FINISHED,58.5,2021-01-02 18:33:33,2021-01-02 18:52:20,2021-01-02 19:08:00,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
2481,68672655,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68672655,ONLINE,PAID,68672655,332.0,DELIVERED,5448.0,MOTOBOY,FREELANCE,FINISHED,127.4,2021-01-02 18:33:34,2021-01-02 18:49:27,2021-01-02 18:57:06,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2482,68672714,311,RISA PUM ,GOOD,-22.885819899999998,-43.2792183,10,LISBON PLACE,OWN CHANNEL,68672714,CREDIT,PAID,68672714,494.0,DELIVERED,14316.0,BIKER,FREELANCE,FINISHED,35.7,2021-01-02 18:34:12,2021-01-02 18:41:01,2021-01-02 18:53:35,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
2484,68672791,1649,PIRPALA ,GOOD,-25.4351398,-49.3167883,1,OTHER PLACE,OWN CHANNEL,68672791,STORE_DIRECT_PAYMENT,PAID,68672791,2749.0,DELIVERED,24326.0,MOTOBOY,FREELANCE,FINISHED,174.9,2021-01-02 18:34:43,2021-01-02 18:44:03,2021-01-02 19:01:30,44,FORTRAN SHOPPING,CURITIBA,PR,-25.4351398,-49.3167883
2485,68672831,274,IUMPICA ,FOOD,-23.0174723,-43.47993889999999,5,FOOD PLACE,MARKETPLACE,68672831,ONLINE,PAID,68672831,1119.0,DELIVERED,28913.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,162.25,2021-01-02 18:35:03,2021-01-02 18:58:09,2021-01-02 20:02:16,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2486,68672845,3071,PIGUE PIPACO ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68672845,ONLINE,PAID,68672845,3139.0,DELIVERED,6952.0,MOTOBOY,FREELANCE,FINISHED,257.2,2021-01-02 18:35:09,2021-01-02 18:58:56,2021-01-02 19:14:28,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2487,68673099,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68673099,ONLINE,PAID,68673099,1517.0,DELIVERED,9540.0,MOTOBOY,FREELANCE,FINISHED,129.15,2021-01-02 18:35:53,2021-01-02 18:58:14,2021-01-02 19:19:39,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2488,68673356,339,ARE TRAMUO ,FOOD,-23.592004100000004,-46.636503499999996,5,FOOD PLACE,MARKETPLACE,68673356,ONLINE,PAID,68673356,883.0,DELIVERED,17249.0,BIKER,FREELANCE,FINISHED,70.9,2021-01-02 18:36:43,2021-01-02 19:17:07,2021-01-02 19:31:11,17,SMALL SHOPPING,SÃO PAULO,SP,-23.592004100000004,-46.636503499999996
2490,68674073,955,CIRIROI U CAI ,FOOD,-22.926904,-43.572533,5,FOOD PLACE,MARKETPLACE,68674073,DEBIT,PAID,68674073,1686.0,DELIVERED,15165.0,BIKER,FREELANCE,FINISHED,81.8,2021-01-02 18:38:25,2021-01-02 18:52:22,2021-01-02 19:16:48,51,RUBY SHOPPING,RIO DE JANEIRO,RJ,-22.923675,-43.5677575
2491,68674160,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68674160,ONLINE,PAID,68674160,2005.0,DELIVERED,19085.0,MOTOBOY,FREELANCE,FINISHED,45.9,2021-01-02 18:38:33,2021-01-02 19:00:04,2021-01-02 19:12:48,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2492,68674270,2189,RO PISMUAS ,FOOD,-25.438766,-49.266532,5,FOOD PLACE,MARKETPLACE,68674270,"VOUCHER, ONLINE",PAID,68674270,1197.0,DELIVERED,26319.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,42.0,2021-01-02 18:38:43,2021-01-02 19:01:37,2021-01-02 19:17:33,42,PHP SHOPPING,CURITIBA,PR,-25.4381052,-49.266532
2494,68674597,1037,IUMPICA ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68674597,ONLINE,PAID,68674597,1378.0,DELIVERED,20067.0,BIKER,FREELANCE,FINISHED,129.9,2021-01-02 18:40:23,2021-01-02 18:57:44,2021-01-02 19:14:47,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
2495,68675117,587,PIARO ,FOOD,-22.921475,-43.234821999999994,13,VELOCITY PLACE,MARKETPLACE,68675117,ONLINE,PAID,68675117,790.0,DELIVERED,5250.0,BIKER,FREELANCE,FINISHED,65.9,2021-01-02 18:42:56,2021-01-02 19:02:35,2021-01-02 19:24:11,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2496,68675309,417,IUMPICA ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68675309,"ONLINE, ONLINE",PAID,68675309,2569.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,306.8,2021-01-02 18:43:53,2021-01-02 19:07:10,2021-01-02 19:57:45,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
2500,68675668,3071,PIGUE PIPACO ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68675668,ONLINE,PAID,68675668,2731.0,DELIVERED,16917.0,MOTOBOY,FREELANCE,FINISHED,67.8,2021-01-02 18:46:03,2021-01-02 19:13:43,2021-01-02 19:28:56,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2501,68675769,950,ISIM ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68675769,ONLINE,PAID,68675769,1395.0,DELIVERED,8710.0,BIKER,FREELANCE,FINISHED,141.0,2021-01-02 18:46:33,2021-01-02 19:05:04,2021-01-02 19:15:39,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
2502,68675904,659,IPUPIEMAI ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68675904,"VOUCHER, ONLINE",PAID,68675904,5947.0,DELIVERED,16575.0,MOTOBOY,FREELANCE,FINISHED,190.05,2021-01-02 18:47:13,2021-01-02 19:13:14,2021-01-02 19:33:24,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
2504,68675907,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68675907,ONLINE,PAID,68675907,2035.0,DELIVERED,26805.0,MOTOBOY,FREELANCE,FINISHED,358.65,2021-01-02 18:47:15,2021-01-02 19:17:59,2021-01-02 19:31:30,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
2505,68676121,149,IUMPICA ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68676121,ONLINE,PAID,68676121,1391.0,DELIVERED,5250.0,BIKER,FREELANCE,FINISHED,105.8,2021-01-02 18:47:53,2021-01-02 19:10:49,2021-01-02 19:31:20,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2506,68676141,931,GUMOUA E ISIM ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68676141,ONLINE,PAID,68676141,3793.0,DELIVERED,26507.0,MOTOBOY,FREELANCE,FINISHED,33.8,2021-01-02 18:47:57,2021-01-02 18:53:48,2021-01-02 19:15:57,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2507,68676249,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68676249,DEBIT,PAID,68676249,2495.0,DELIVERED,16350.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,97.0,2021-01-02 18:48:53,2021-01-02 19:08:22,2021-01-02 19:43:03,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2509,68676379,1037,IUMPICA ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68676379,ONLINE,PAID,68676379,4669.0,DELIVERED,3906.0,MOTOBOY,FREELANCE,FINISHED,136.7,2021-01-02 18:49:33,2021-01-02 19:27:55,2021-01-02 19:46:24,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
2510,68676380,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68676380,DEBIT,PAID,68676380,1743.0,DELIVERED,726.0,BIKER,FREELANCE,FINISHED,80.2,2021-01-02 18:49:33,2021-01-02 19:02:44,2021-01-02 19:32:49,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2511,68676445,82,LUCITA ,FOOD,-22.921475,-43.234821999999994,15,EATS PLACE,MARKETPLACE,68676445,ONLINE,PAID,68676445,1621.0,DELIVERED,6624.0,BIKER,FREELANCE,FINISHED,96.9,2021-01-02 18:49:52,2021-01-02 18:53:28,2021-01-02 19:20:31,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2514,68676743,56,SUPSIO ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68676743,"VOUCHER, ONLINE",PAID,68676743,1315.0,DELIVERED,23671.0,BIKER,FREELANCE,FINISHED,34.0,2021-01-02 18:51:13,2021-01-02 19:00:14,2021-01-02 19:23:19,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2516,68676774,361,IPUPIEMAI ,FOOD,-23.000753200000002,-43.3837713,5,FOOD PLACE,MARKETPLACE,68676774,ONLINE,PAID,68676774,2566.0,DELIVERED,446.0,MOTOBOY,FREELANCE,FINISHED,111.8,2021-01-02 18:51:23,2021-01-02 19:09:04,2021-01-02 19:39:51,22,COLOR SHOPPING,RIO DE JANEIRO,RJ,-23.000753200000002,-43.3837713
2517,68676808,938,OIGIPUARO ,FOOD,-23.622995,-46.699203999999995,5,FOOD PLACE,MARKETPLACE,68676808,ONLINE,PAID,68676808,4847.0,DELIVERED,26274.0,MOTOBOY,FREELANCE,FINISHED,162.0,2021-01-02 18:51:33,2021-01-02 19:13:46,2021-01-02 19:35:15,27,SAMPA SHOPPING,SÃO PAULO,SP,-23.622995,-46.699203999999995
2518,68677051,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68677051,ONLINE,PAID,68677051,1549.0,DELIVERED,10824.0,MOTOBOY,FREELANCE,FINISHED,38.6,2021-01-02 18:52:53,2021-01-02 19:14:32,2021-01-02 19:41:05,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2521,68677289,933,SUPSIO ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68677289,ONLINE,PAID,68677289,598.0,DELIVERED,8102.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,26.0,2021-01-02 18:54:03,2021-01-02 19:43:35,2021-01-02 20:27:57,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2523,68677370,631,IUMPICA ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68677370,ONLINE,PAID,68677370,2000.0,DELIVERED,17289.0,MOTOBOY,FREELANCE,FINISHED,105.8,2021-01-02 18:54:53,2021-01-02 19:10:26,2021-01-02 19:29:39,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
2524,68677434,1002,OIGIPUARO ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68677434,"ONLINE, ONLINE",PAID,68677434,1834.0,DELIVERED,25651.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,52.0,2021-01-02 18:55:20,2021-01-02 19:08:32,2021-01-02 19:37:25,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
2527,68677443,345,ZIM ME MUMEUR ,FOOD,-22.8860986,-43.2795475,5,FOOD PLACE,MARKETPLACE,68677443,"ONLINE, ONLINE",PAID,68677443,1555.0,DELIVERED,4567.0,BIKER,FREELANCE,FINISHED,69.5,2021-01-02 18:55:24,2021-01-02 19:11:30,2021-01-02 19:24:28,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
2528,68677443,345,ZIM ME MUMEUR ,FOOD,-22.8860986,-43.2795475,5,FOOD PLACE,MARKETPLACE,68677443,"ONLINE, ONLINE",PAID,68677443,1555.0,DELIVERED,12297.0,BIKER,FREELANCE,FINISHED,69.5,2021-01-02 18:55:24,2021-01-02 19:11:30,2021-01-02 19:24:28,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
2530,68677811,274,IUMPICA ,FOOD,-23.0174723,-43.47993889999999,5,FOOD PLACE,MARKETPLACE,68677811,ONLINE,PAID,68677811,2647.0,DELIVERED,511.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,212.5,2021-01-02 18:58:23,2021-01-02 19:22:05,2021-01-02 20:00:54,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2531,68677853,955,CIRIROI U CAI ,FOOD,-22.926904,-43.572533,5,FOOD PLACE,MARKETPLACE,68677853,ONLINE,PAID,68677853,492.0,DELIVERED,11466.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,29.9,2021-01-02 18:58:34,2021-01-02 19:13:30,2021-01-02 19:37:31,51,RUBY SHOPPING,RIO DE JANEIRO,RJ,-22.923675,-43.5677575
2532,68678052,1015,MUMRIFAM ,GOOD,-23.658852,-46.737876,21,LONDON PLACE,MARKETPLACE,68678052,ONLINE,PAID,68678052,13206.0,DELIVERED,2355.0,MOTOBOY,FREELANCE,FINISHED,167.9,2021-01-02 18:59:09,2021-01-04 18:13:37,2021-01-04 22:21:17,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2533,68678093,495,IUMPICA ,FOOD,-23.5623285,-46.642043,5,FOOD PLACE,MARKETPLACE,68678093,ONLINE,PAID,68678093,904.0,DELIVERED,8940.0,BIKER,FREELANCE,FINISHED,237.4,2021-01-02 18:59:24,2021-01-02 19:19:17,2021-01-02 19:49:48,25,AVENUE SHOPPING,SÃO PAULO,SP,-23.5677027,-46.642043
2534,68678094,409,RC OUMILEES ,FOOD,-23.017262699999996,-43.479123799999996,5,FOOD PLACE,MARKETPLACE,68678094,ONLINE,PAID,68678094,3140.0,DELIVERED,14702.0,MOTOBOY,FREELANCE,FINISHED,21.9,2021-01-02 18:59:23,2021-01-02 19:07:28,2021-01-02 20:12:19,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2536,68678256,1057,IUMPICA ,FOOD,-30.085743,-51.245996999999996,5,FOOD PLACE,MARKETPLACE,68678256,ONLINE,PAID,68678256,4606.0,DELIVERED,4737.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,115.5,2021-01-02 19:00:13,2021-01-02 19:23:44,2021-01-02 19:35:45,36,BLACK SHOPPING,PORTO ALEGRE,RS,-30.085743,-51.245996999999996
2537,68678403,763,CISI PIUEUEMI ,GOOD,-23.563758,-46.652621,5,FOOD PLACE,MARKETPLACE,68678403,ONLINE,PAID,68678403,4324.0,DELIVERED,4790.0,MOTOBOY,FREELANCE,FINISHED,111.3,2021-01-02 19:01:33,2021-01-02 19:19:42,2021-01-02 19:39:10,26,SQL SHOPPING,SÃO PAULO,SP,-23.5630195,-46.652621
2538,68678457,357,PILIOU RAS ,FOOD,-23.000753200000002,-43.3837713,5,FOOD PLACE,MARKETPLACE,68678457,DEBIT,PAID,68678457,781.0,DELIVERED,2061.0,BIKER,FREELANCE,FINISHED,146.7,2021-01-02 19:01:54,2021-01-02 19:22:58,2021-01-02 19:34:30,22,COLOR SHOPPING,RIO DE JANEIRO,RJ,-23.000753200000002,-43.3837713
2539,68678675,149,IUMPICA ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68678675,ONLINE,PAID,68678675,869.0,DELIVERED,24189.0,BIKER,FREELANCE,FINISHED,144.9,2021-01-02 19:02:44,2021-01-02 19:32:27,2021-01-02 19:53:14,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2541,68678766,631,IUMPICA ,FOOD,-23.595775,-46.685984000000005,5,FOOD PLACE,MARKETPLACE,68678766,ONLINE,PAID,68678766,862.0,DELIVERED,18754.0,BIKER,FREELANCE,FINISHED,87.3,2021-01-02 19:03:03,2021-01-02 19:15:02,2021-01-02 19:22:51,28,RAP SHOPPING,SÃO PAULO,SP,-23.595001,-46.685984000000005
2542,68678952,3528,ZIM M MUMEUR ,FOOD,-22.927335999999997,-43.572533,5,FOOD PLACE,MARKETPLACE,68678952,CREDIT,PAID,68678952,2702.0,DELIVERED,26879.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,26.9,2021-01-02 19:03:42,2021-01-02 19:13:34,2021-01-02 19:35:24,51,RUBY SHOPPING,RIO DE JANEIRO,RJ,-22.923675,-43.5677575
2543,68678954,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68678954,ONLINE,PAID,68678954,805.0,DELIVERED,15050.0,MOTOBOY,FREELANCE,FINISHED,118.6,2021-01-02 19:03:44,2021-01-02 19:14:39,2021-01-02 19:28:59,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2544,68678990,933,SUPSIO ,FOOD,-23.631835,-46.735203000000006,13,VELOCITY PLACE,MARKETPLACE,68678990,ONLINE,PAID,68678990,907.0,DELIVERED,6952.0,MOTOBOY,FREELANCE,FINISHED,38.01,2021-01-02 19:03:48,2021-01-02 19:54:32,2021-01-02 20:06:26,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
2545,68679673,274,IUMPICA ,FOOD,-23.0174723,-43.47993889999999,5,FOOD PLACE,MARKETPLACE,68679673,ONLINE,PAID,68679673,536.0,DELIVERED,511.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,250.9,2021-01-02 19:06:33,2021-01-02 19:31:58,2021-01-02 19:46:27,16,PEOPLE SHOPPING,RIO DE JANEIRO,RJ,-23.0174723,-43.47993889999999
2546,68679678,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68679678,ONLINE,PAID,68679678,2114.0,DELIVERED,28565.0,MOTOBOY,FREELANCE,FINISHED,342.6,2021-01-02 19:06:43,2021-01-02 19:38:58,2021-01-02 19:56:04,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
2547,68679699,84,PALLO MZU GRALA,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68679699,ONLINE,PAID,68679699,1671.0,DELIVERED,25618.0,BIKER,FREELANCE,FINISHED,94.6,2021-01-02 19:07:03,2021-01-02 19:37:07,2021-01-02 20:02:57,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2548,68679719,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68679719,ONLINE,PAID,68679719,2078.0,DELIVERED,18937.0,MOTOBOY,FREELANCE,FINISHED,46.2,2021-01-02 19:07:13,2021-01-02 19:22:34,2021-01-02 20:00:50,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2549,68679721,785,ARE TRAMUO ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68679721,ONLINE,PAID,68679721,1629.0,DELIVERED,8710.0,BIKER,FREELANCE,FINISHED,147.0,2021-01-02 19:07:13,2021-01-02 19:36:07,2021-01-02 19:50:19,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
2550,68679744,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68679744,ONLINE,PAID,68679744,1026.0,DELIVERED,20223.0,BIKER,FREELANCE,FINISHED,89.85,2021-01-02 19:07:23,2021-01-02 19:24:23,2021-01-02 19:39:21,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
2551,68679991,3460,CIRIOURI PURGAR ,FOOD,-25.477073,-49.28966,5,FOOD PLACE,MARKETPLACE,68679991,ONLINE,PAID,68679991,1583.0,DELIVERED,29458.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,29.0,2021-01-02 19:08:34,2021-01-02 19:31:46,2021-01-02 19:46:05,75,PYTHON SHOPPING,CURITIBA,PR,-25.477073,-49.28966
2552,68679992,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68679992,ONLINE,PAID,68679992,2364.0,DELIVERED,23842.0,MOTOBOY,FREELANCE,FINISHED,94.9,2021-01-02 19:08:34,2021-01-02 19:29:18,2021-01-02 19:40:00,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
2553,68680403,149,IUMPICA ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68680403,ONLINE,PAID,68680403,1027.0,DELIVERED,3354.0,BIKER,FREELANCE,FINISHED,66.4,2021-01-02 19:10:43,2021-01-02 19:32:36,2021-01-02 19:50:44,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2554,68680707,415,IPUPIEMAI ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68680707,"VOUCHER, ONLINE",PAID,68680707,893.0,DELIVERED,2836.0,MOTOBOY,FREELANCE,FINISHED,29.0,2021-01-02 19:11:53,2021-01-02 19:33:05,2021-01-02 19:57:08,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2556,68680745,84,PALLO MZU GRALA,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68680745,ONLINE,PAID,68680745,1301.0,DELIVERED,28755.0,MOTOBOY,FREELANCE,FINISHED,58.6,2021-01-02 19:12:03,2021-01-02 19:34:46,2021-01-02 20:00:52,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2557,68680758,886,RC OUMILEES ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68680758,ONLINE,PAID,68680758,2410.0,DELIVERED,731.0,MOTOBOY,FREELANCE,FINISHED,24.9,2021-01-02 19:12:05,2021-01-02 19:23:16,2021-01-02 19:35:07,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
2558,68681292,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68681292,ONLINE,PAID,68681292,864.0,DELIVERED,7868.0,BIKER,FREELANCE,FINISHED,65.9,2021-01-02 19:14:04,2021-01-02 19:29:06,2021-01-02 20:08:07,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
2559,68681329,869,PILIOU RAS ,FOOD,-22.947329999999997,-43.183534,5,FOOD PLACE,MARKETPLACE,68681329,ONLINE,PAID,68681329,886.0,DELIVERED,414.0,BIKER,FREELANCE,FINISHED,44.9,2021-01-02 19:14:14,2021-01-02 19:22:33,2021-01-02 19:38:56,18,STAR SHOPPING,RIO DE JANEIRO,RJ,-22.9454948,-43.1821807
2560,68681330,90,CISI DA POI EU QUASI ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68681330,ONLINE,PAID,68681330,2179.0,DELIVERED,2905.0,BIKER,FREELANCE,FINISHED,34.5,2021-01-02 19:14:13,2021-01-02 19:34:22,2021-01-02 20:21:35,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
